CVE,Risk,Host,Port,Name,Synopsis,Solution,See Also
CVE-2016-8745,High,172.16.0.223,443,Apache Tomcat 6.0.16 < 6.0.50 / 7.0.x < 7.0.75 / 8.0.x < 8.0.41 / 8.5.x < 8.5.9 / 9.0.x < 9.0.0.M15 NIO HTTP Connector Information Disclosure,"The remote Apache Tomcat server is affected by an information
disclosure vulnerability.","Upgrade to Apache Tomcat version 6.0.50 / 7.0.75 / 8.0.41 / 8.5.9 / 
9.0.0.M15 or later. For the 6.0.x version branch, the vulnerability 
was fixed in 6.0.49; however, that release candidate was not approved, 
and 6.0.50 is still pending release.","http://www.nessus.org/u?3a06fd01
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.9
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.41
http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.75
http://tomcat.apache.org/security-6.html#Fixed_in_Apache_Tomcat_6.0.50"
CVE-2016-8745,High,172.16.0.223,7080,Apache Tomcat 6.0.16 < 6.0.50 / 7.0.x < 7.0.75 / 8.0.x < 8.0.41 / 8.5.x < 8.5.9 / 9.0.x < 9.0.0.M15 NIO HTTP Connector Information Disclosure,"The remote Apache Tomcat server is affected by an information
disclosure vulnerability.","Upgrade to Apache Tomcat version 6.0.50 / 7.0.75 / 8.0.41 / 8.5.9 / 
9.0.0.M15 or later. For the 6.0.x version branch, the vulnerability 
was fixed in 6.0.49; however, that release candidate was not approved, 
and 6.0.50 is still pending release.","http://www.nessus.org/u?3a06fd01
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.9
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.41
http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.75
http://tomcat.apache.org/security-6.html#Fixed_in_Apache_Tomcat_6.0.50"
CVE-2016-8747,High,172.16.0.223,443,Apache Tomcat 8.5.7 < 8.5.11 nextRequest Information Disclosure,"The remote Apache Tomcat server is affected by an information
disclosure vulnerability.","Upgrade to Apache Tomcat version 8.5.11 or later.

Note that the vulnerability was also fixed in version 8.5.10; however,
this version was never publicly released.",http://www.nessus.org/u?09e0bc40
CVE-2016-8747,High,172.16.0.223,7080,Apache Tomcat 8.5.7 < 8.5.11 nextRequest Information Disclosure,"The remote Apache Tomcat server is affected by an information
disclosure vulnerability.","Upgrade to Apache Tomcat version 8.5.11 or later.

Note that the vulnerability was also fixed in version 8.5.10; however,
this version was never publicly released.",http://www.nessus.org/u?09e0bc40
CVE-2017-5647,Critical,172.16.0.223,443,Apache Tomcat 8.5.x < 8.5.13 / 9.0.x < 9.0.0.M19 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.13 / 9.0.0.M19 or later.,"http://www.nessus.org/u?26fc2208
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.13"
CVE-2017-5650,Critical,172.16.0.223,443,Apache Tomcat 8.5.x < 8.5.13 / 9.0.x < 9.0.0.M19 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.13 / 9.0.0.M19 or later.,"http://www.nessus.org/u?26fc2208
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.13"
CVE-2017-5651,Critical,172.16.0.223,443,Apache Tomcat 8.5.x < 8.5.13 / 9.0.x < 9.0.0.M19 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.13 / 9.0.0.M19 or later.,"http://www.nessus.org/u?26fc2208
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.13"
CVE-2017-5647,Critical,172.16.0.223,7080,Apache Tomcat 8.5.x < 8.5.13 / 9.0.x < 9.0.0.M19 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.13 / 9.0.0.M19 or later.,"http://www.nessus.org/u?26fc2208
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.13"
CVE-2017-5650,Critical,172.16.0.223,7080,Apache Tomcat 8.5.x < 8.5.13 / 9.0.x < 9.0.0.M19 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.13 / 9.0.0.M19 or later.,"http://www.nessus.org/u?26fc2208
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.13"
CVE-2017-5651,Critical,172.16.0.223,7080,Apache Tomcat 8.5.x < 8.5.13 / 9.0.x < 9.0.0.M19 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.13 / 9.0.0.M19 or later.,"http://www.nessus.org/u?26fc2208
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.13"
CVE-2017-5664,High,172.16.0.223,443,Apache Tomcat 7.0.x < 7.0.78 / 8.0.x < 8.0.44 / 8.5.x < 8.5.15 / 9.0.x < 9.0.0.M21 Remote Error Page Manipulation,"The remote Apache Tomcat server is affected by a remote error page
manipulation vulnerability.",Upgrade to Apache Tomcat version 7.0.78 / 8.0.44 / 8.5.15 / 9.0.0.M21 or later.,"http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.78
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.44
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.15
http://www.nessus.org/u?a774a43b"
CVE-2017-5664,High,172.16.0.223,7080,Apache Tomcat 7.0.x < 7.0.78 / 8.0.x < 8.0.44 / 8.5.x < 8.5.15 / 9.0.x < 9.0.0.M21 Remote Error Page Manipulation,"The remote Apache Tomcat server is affected by a remote error page
manipulation vulnerability.",Upgrade to Apache Tomcat version 7.0.78 / 8.0.44 / 8.5.15 / 9.0.0.M21 or later.,"http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.78
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.44
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.15
http://www.nessus.org/u?a774a43b"
CVE-2017-7674,High,172.16.0.223,443,Apache Tomcat 8.5.x < 8.5.16 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.16 or later.,http://www.nessus.org/u?1f8717dc
CVE-2017-7675,High,172.16.0.223,443,Apache Tomcat 8.5.x < 8.5.16 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.16 or later.,http://www.nessus.org/u?1f8717dc
CVE-2017-7674,High,172.16.0.223,7080,Apache Tomcat 8.5.x < 8.5.16 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.16 or later.,http://www.nessus.org/u?1f8717dc
CVE-2017-7675,High,172.16.0.223,7080,Apache Tomcat 8.5.x < 8.5.16 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.16 or later.,http://www.nessus.org/u?1f8717dc
CVE-2017-12617,High,172.16.0.223,443,Apache Tomcat 7.0.x < 7.0.82 / 8.5.x < 8.5.23 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by a code execution
vulnerability.",Upgrade to Apache Tomcat version 7.0.82 / 8.5.23 or later.,http://www.nessus.org/u?4f047e41
CVE-2017-12617,High,172.16.0.223,7080,Apache Tomcat 7.0.x < 7.0.82 / 8.5.x < 8.5.23 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by a code execution
vulnerability.",Upgrade to Apache Tomcat version 7.0.82 / 8.5.23 or later.,http://www.nessus.org/u?4f047e41
CVE-2018-8014,Critical,172.16.0.223,443,Apache Tomcat 8.5.0 < 8.5.32 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected multiple security
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.32 or later.,"http://www.nessus.org/u?5070a438
http://www.nessus.org/u?d5ab19d6"
CVE-2018-8034,Critical,172.16.0.223,443,Apache Tomcat 8.5.0 < 8.5.32 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected multiple security
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.32 or later.,"http://www.nessus.org/u?5070a438
http://www.nessus.org/u?d5ab19d6"
CVE-2018-8037,Critical,172.16.0.223,443,Apache Tomcat 8.5.0 < 8.5.32 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected multiple security
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.32 or later.,"http://www.nessus.org/u?5070a438
http://www.nessus.org/u?d5ab19d6"
CVE-2018-8014,Critical,172.16.0.223,7080,Apache Tomcat 8.5.0 < 8.5.32 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected multiple security
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.32 or later.,"http://www.nessus.org/u?5070a438
http://www.nessus.org/u?d5ab19d6"
CVE-2018-8034,Critical,172.16.0.223,7080,Apache Tomcat 8.5.0 < 8.5.32 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected multiple security
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.32 or later.,"http://www.nessus.org/u?5070a438
http://www.nessus.org/u?d5ab19d6"
CVE-2018-8037,Critical,172.16.0.223,7080,Apache Tomcat 8.5.0 < 8.5.32 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected multiple security
vulnerabilities.",Upgrade to Apache Tomcat version 8.5.32 or later.,"http://www.nessus.org/u?5070a438
http://www.nessus.org/u?d5ab19d6"
CVE-2017-5648,Critical,172.16.0.223,443,Apache Tomcat 7.0.x < 7.0.76 / 8.0.x < 8.0.42 / 8.5.x < 8.5.12 / 9.0.x < 9.0.0.M18 Improper Access Control,"The remote Apache Tomcat server is affected by an 
improper access control vulnerability.",Upgrade to Apache Tomcat version 7.0.76 / 8.0.42 / 8.5.12 / 9.0.0.M18 or later.,"http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.76
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.42
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.12
http://www.nessus.org/u?3f871212"
CVE-2017-5648,Critical,172.16.0.223,7080,Apache Tomcat 7.0.x < 7.0.76 / 8.0.x < 8.0.42 / 8.5.x < 8.5.12 / 9.0.x < 9.0.0.M18 Improper Access Control,"The remote Apache Tomcat server is affected by an 
improper access control vulnerability.",Upgrade to Apache Tomcat version 7.0.76 / 8.0.42 / 8.5.12 / 9.0.0.M18 or later.,"http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.76
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.42
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.12
http://www.nessus.org/u?3f871212"
CVE-2018-1336,High,172.16.0.223,443,Apache Tomcat 8.0.x < 8.0.52 / 8.5.x < 8.5.31 / 9.0.x < 9.0.8 Denial of Service,"The remote Apache Tomcat server is affected by a 
denial of service vulnerability.",Upgrade to Apache Tomcat version 8.0.52 / 8.5.31 / 9.0.8 or later.,"http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.52
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.31
http://tomcat.apache.org/security-9.html#Fixed_in_Apache_Tomcat_9.0.8"
CVE-2018-1336,High,172.16.0.223,7080,Apache Tomcat 8.0.x < 8.0.52 / 8.5.x < 8.5.31 / 9.0.x < 9.0.8 Denial of Service,"The remote Apache Tomcat server is affected by a 
denial of service vulnerability.",Upgrade to Apache Tomcat version 8.0.52 / 8.5.31 / 9.0.8 or later.,"http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.52
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.31
http://tomcat.apache.org/security-9.html#Fixed_in_Apache_Tomcat_9.0.8"
CVE-2019-0199,High,172.16.0.223,443,Apache Tomcat 8.5.0 < 8.5.41 DoS,The remote Apache Tomcat server is affected by a denial of service vulnerability,Upgrade to Apache Tomcat version 8.5.41 or later.,"https://github.com/apache/tomcat/commit/0bcd69c
https://github.com/apache/tomcat/commit/8d14c6f
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.41"
CVE-2019-10072,High,172.16.0.223,443,Apache Tomcat 8.5.0 < 8.5.41 DoS,The remote Apache Tomcat server is affected by a denial of service vulnerability,Upgrade to Apache Tomcat version 8.5.41 or later.,"https://github.com/apache/tomcat/commit/0bcd69c
https://github.com/apache/tomcat/commit/8d14c6f
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.41"
CVE-2019-0199,High,172.16.0.223,7080,Apache Tomcat 8.5.0 < 8.5.41 DoS,The remote Apache Tomcat server is affected by a denial of service vulnerability,Upgrade to Apache Tomcat version 8.5.41 or later.,"https://github.com/apache/tomcat/commit/0bcd69c
https://github.com/apache/tomcat/commit/8d14c6f
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.41"
CVE-2019-10072,High,172.16.0.223,7080,Apache Tomcat 8.5.0 < 8.5.41 DoS,The remote Apache Tomcat server is affected by a denial of service vulnerability,Upgrade to Apache Tomcat version 8.5.41 or later.,"https://github.com/apache/tomcat/commit/0bcd69c
https://github.com/apache/tomcat/commit/8d14c6f
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.41"
CVE-2019-12418,High,172.16.0.223,443,Apache Tomcat 8.5.0 < 8.5.49 Privilege Escalation,The remote Apache Tomcat server is affected by a vulnerability,Upgrade to Apache Tomcat version 8.5.49 or later.,"https://github.com/apache/tomcat/commit/a91d7db
http://www.nessus.org/u?ed6582f2"
CVE-2019-12418,High,172.16.0.223,7080,Apache Tomcat 8.5.0 < 8.5.49 Privilege Escalation,The remote Apache Tomcat server is affected by a vulnerability,Upgrade to Apache Tomcat version 8.5.49 or later.,"https://github.com/apache/tomcat/commit/a91d7db
http://www.nessus.org/u?ed6582f2"
CVE-2019-17563,High,172.16.0.223,443,Apache Tomcat 8.5.0 < 8.5.50 Privilege Escalation Vulnerability,The remote Apache Tomcat server is affected by a privilege escalation vulnerability,Upgrade to Apache Tomcat version 8.5.50 or later.,"https://github.com/apache/tomcat/commit/e19a202
http://www.nessus.org/u?e0b173ef"
CVE-2019-17563,High,172.16.0.223,7080,Apache Tomcat 8.5.0 < 8.5.50 Privilege Escalation Vulnerability,The remote Apache Tomcat server is affected by a privilege escalation vulnerability,Upgrade to Apache Tomcat version 8.5.50 or later.,"https://github.com/apache/tomcat/commit/e19a202
http://www.nessus.org/u?e0b173ef"
CVE-2019-17569,Critical,172.16.0.223,443,Apache Tomcat 7.0.x < 7.0.100 / 8.5.x < 8.5.51 / 9.0.x < 9.0.31 Multiple Vulnerabilities,The remote Apache Tomcat server is affected by multiple vulnerabilities.,"Upgrade to Apache Tomcat version 7.0.100, 8.5.51, 9.0.31 or later.","https://www.cnvd.org.cn/webinfo/show/5415
http://www.nessus.org/u?8ebe6246
http://www.nessus.org/u?4e287adb
http://www.nessus.org/u?cbc3d54e"
CVE-2020-1935,Critical,172.16.0.223,443,Apache Tomcat 7.0.x < 7.0.100 / 8.5.x < 8.5.51 / 9.0.x < 9.0.31 Multiple Vulnerabilities,The remote Apache Tomcat server is affected by multiple vulnerabilities.,"Upgrade to Apache Tomcat version 7.0.100, 8.5.51, 9.0.31 or later.","https://www.cnvd.org.cn/webinfo/show/5415
http://www.nessus.org/u?8ebe6246
http://www.nessus.org/u?4e287adb
http://www.nessus.org/u?cbc3d54e"
